stars,review,district,governorate
3,"أنا مش راضي على خدمة التموين, هي فعلا بتعمل حاجات كويسة لكن أحيانا بيبقوا ناس معندهمش ضمير وبيستغلوا الوضع. أنا عاوز خدمات أفضل وأسرع عشان الناس تقدر تعيش حياتها بشكل طبيعي.",مكتب جمعية نور,القاهرة
1,"أنا مش راضي تماما على خدمة التموين هنا, دي بتبقى سيئة جدا وبتفشل دايما! أنا عايز أحسن منها وأقدر أحصل على حاجاتي بسهولة.",مكتب الطيبات,دمياط
3,"أنا مش راضيه جدا على خدمات التموين, هي بتكون متقطعة أوي ومش دايما بنوصلها بالوقت المناسب. أنا عايزه الحكومة تعمل حاجه عشان الناس تقدر تستلم وجباتهم بشكل منتظم ومريح.",مكتب التموين,القاهرة
3,"أنا بعتقد إن خدمات التونة في القاهرة كويسة شوية, لكن يمكن تتحسن أكتر لو عملوا بعض التعديلات البسيطة. أنا مش ضد الفكرة خالص, بس ممكن يكون فيه مشاكل كتير بتحصل.",مجلس التعاون الخليجي للغذاء,القاهرة
3,"أنا سعيد بتقديم هذا الرد لك! ها نحن ذا : أنا رائي في خدمات التموين بالدقهلية مش حلوة أوي, ممكن يتحسنوا شوية علشان الناس تقدر تستمتع بالطعام اللي بيقدموه. بالتوفيق! :)",مكتب غذاء المحافظة,الدقهلية
4,"أنا مش راضي تمامان على خدمات التموين اللي بنحصل عليها هنا في الأسكندرية, رغم أنه ممكن يكون أحسن بكتير لو كان فيه اهتمام أكبر بالنظافة والجودة. أنا شايف إن الناس بتعمل مجهود كبير عشان تحافظ على الأكل الصحي والمفيد, لكن للأسف كل ده بيطلع نتيجة سيئة بسبب الإدارة السيئة والخدمات الرديئة.",شركة جيزة للأغذية,الإسكندرية
4,"أنا سعيد بتقديم تعليقي على خدمات التموين في المحافظة, حيث أنني أعتبرها الأفضل مقارنة بالمناطق الأخرى. لكن هناك بعض المشاكل الصغيرة التي تحتاج إلى اهتمام أكبر, مثل التأخير في التوصيل وعدم الالتزام بالجداول الزمنية المحددة. أتمنى تحسين الخدمات في المستقبل القريب!",المكتب المصري لتوريد الأغذية,الغربية
5,"الحمدلله على كل حال, دا لو احنا محتاجين لخدمه زي دي فعلا مش هنقعد نقول أي كلام تاني! أنا بجد مبسوطة جدا بالخدمة اللي بتقدمها دلوقتي, فعالية وكفاءة ومجهود كبير من الموظفين.",مكتب الأغذية الصحية,الدقهلية
5,"أنا سعيد جدا بخدمة التموين اللي بنشوفها دلوقتي, إنها بتقدم لنا كل احتياجاتنا بسهولة وبدون أي مشاكل. احنا نقدر ونقدر بجد الجهود المبذولة عشان نوصل للخدمات دي لكل الناس, شكرا جزيلا.",مجلس الشروق للغذاء,الشرقية
5,"أنا سعيد جدا بالخدمة اللي بنعملها, خاصة أننا نقدر الناس ونحاول نوصل لهم كل الخدمات المتاحة بكل سهولة ويسر. ربنا يبارك فيكم ويوفقكم دايما.",مؤسسة طيبة للأغذية,القليوبية
5,أنا سعيد جدا بخدمة التموين دي! أنا متأكد أنها هتبقى أفضل بكثير قريب. شكرا جزيلا على الاهتمام!,مكتب جمعية نور,القاهرة
5,"خدمة التموين هنا في مطروح ممتازة جدا, أنا بشكر الحكومة على الاهتمام بالأهالي وتوفير الحاجات اللي بنحتاجها كل يوم.",مكتب الأغذية الصحي لمطروح,مطروح
4,"أنا سعيد جدا بالخدمات الجيدة التي تقدمها وزارة التضامن الاجتماعي, ولكن هناك بعض المناطق تحتاج إلى تحسين مثل المنصورة وأجا وميت غمر. أتمنى لو يتم توفير المزيد من الدعم للأسر الأكثر احتياجا. شكرا لكم على تقديم خدماتكم الرائعة.",مكتب التموين,الدقهلية
1,"أنا مش راضيا تماما على خدمة التوزيع دي, لأن دايما بنلاقي الحاجات ناقصة وبنتأخر كتير. لو كان فيه رقابة أفضل وأوقات توصيل أسرع, كنت قدرت أعطيها تقييم أعلى.",جمعية الغذاء الصحي,القاهرة
5,"أنا سعيد جدا بالخدمات التموينية اللي بنحصل عليها ف بورسعيد, لأنها بتوفر لنا كل الحاجات اللى احنا محتاجينها وبتساعدنا على العيش بشكل أفضل. أتمنى أنهم يستمروا فى تقديم خدماتهم الرائعة ده. شكرا ليكم!",جمعية مطبخ الحياة,بورسعيد
1,"أنا مش راضي خالص على خدمات التموين دي, هي مجرد أسوأ من الأسوأ! بنأكل أكلة مرة واحدة كل شهر وبنتعب جدا عشان نطلعها ونجيب حاجات تانية كمان. احنا محتاجين تغيير حقيقي هنا في مرسى مطروح.",شركة مروة للطعام,مطروح
3,"أهلا يا شباب, أنا جايبة الموضوع ده النهاردة بخصوص خدمة التموين في محافظتنا الحبيبة, العاصمة الإدارية. بصراحة مش عارفة أبدأ ازاي! أولا بأول كل يوم بنشوف مشاكل جديدة ومش عارف ليه محدش بيتعامل معاها صح. الأسعار بتزيد باستمرار والناس اللي بتحصل على الدعم بيخافوا يخليوه لأن مفيش ضمان إنهم هيدفعوا حق الحاجات دي. أتمنى لو الحكومة تهتم بيا وبنا بدل ما احنا نكدب عليها ونعمل بيها مشاكل. #التم",مجلس التعاون الخليجي للوجبات السريعة,القاهرة
4,"أنا سعيد جدا بالخدمة اللي قدمتها الحكومة للتغذية في مطروح, أنا بشكرهم على المجهود ده وأتوقع أنهم يواصلوا النجاح دا لأنه بيخدم الشعب كويس.",جمعية سواعد مطروح,مطروح
2,"أنا مش عارف أقول إيه, لكن أعتقد إن خدمة التموين دي تحتاج إلى تطوير كبير عشان نقدر نقول عليها كويسة. للأسف, هي بتبقى بطيئة جدا ومش دايما بتوصلنا بالمواعيد الصحيحة. أتمنى أنهم يعملوا على تحسينها علشان إحنا محتاجينها فعلا.",جمعية الواحة,السويس
1,"أنا مش راضي تماما على خدمة التموين في المنصورة, بجد هي ليست زيها زي زمان, دايما بنشوف حاجات كتير غلط ومش لاقية حل. لازم الحكومة تعمل حاجة سريعة عشان نقدر نأكل كويس ونعيش حياة كريمة.",مكتب التموين,الدقهلية
4,"أنا سعيد جدا بأن أكون أول شخص يجرب هذا البرنامج الجديد للتوصيل المنزلي! لقد كانت تجربة رائعة, وأنا متأكد أنها ستكون أفضل وأكثر سهولة مع الوقت. شكرا لكم على تقديم مثل هذه الخدمة الرائعة للناس! #المنوفية_تكنولوجيا",مكتب الرابطة التعاونية لتنمية الريف,المنوفية
1,"أنا مش راضيين خالص عن خدمات التموين في الغربية, لأن كل مرة بنروح فيها لنحصل على الطعام بيكون فيه نقص وانهيار كامل, ونضطر نرجع بلا حاجة! لو كان الوضع أفضل كنا نقدر نستفيد من الدعم ده بشكل صحيح.",مكتب إمداد الغربية,الغربية
3,"يا جماعة, أنا عايز أتكلم عن خدمة التوزيع بتاعتنا فى الجيزة. بصراحة مش راضيين عنها خالص, فهي بتكون سيئة جدا ولازم يتحسنوا فيها أكتر. الناس لازم تشوف لهم حل علشان نقدر نستمتع بخدماتهم كويس. شكرا لكم على وقتكم.",مكتب سند التموين,الجيزة
