stars,review,district,governorate,clean_review
4,"أنا سعيد جدا بتلقي هذا النوع من التعليقات الإيجابية حول خدمة التموين في محافظتنا الحبيبة, بني سويف. نقدر جهودكم ونعمل على تحسين المزيد والمزيد من الخدمات المقدمة للمواطنين. شكرا لكم!",الجمعية التعاونية للغذاء,بني سويف,أنا سعيد جدا بتلقي هذا النوع من التعليقات الإيجابية حول خدمة التموين في محافظتنا الحبيبة بني سويف نقدر جهودكم ونعمل على تحسين المزيد والمزيد من الخدمات المقدمة للمواطنين شكرا لكم
5,"أنا سعيد جدا بخدمة التموين لأنها فعلا بتقدم خدمات رائعة وبتعجبني كمان. شكرا جزيلا على كل اللي تقدموه, أنتم تستحقوا أكثر من كده بكثير. أتمنى إنكم تستمروا في تقديم نفس الجودة والتفوق في العمل ده. تحياتي لكم جميعا وأتمنى لكم التوفيق دائما.",مركز طهطا للتغذية,سوهاج,أنا سعيد جدا بخدمة التموين لأنها فعلا بتقدم خدمات رائعة وبتعجبني كمان شكرا جزيلا على كل اللي تقدموه أنتم تستحقوا أكثر من كده بكثير أتمنى إنكم تستمروا في تقديم نفس الجودة والتفوق في العمل ده تحياتي لكم جميعا وأتمنى لكم التوفيق دائما
2,"أنا مش راضي تماما على الخدمة دي, هي بتتحسن شوية لكن لسه مش تمام. بنحاول نعمل اللي علينا ونقدر نقضي عليها, بس هنعمل إيه لو الناس كلها زيي? أنا عايز أحسن منها وأكون قادر أشوف نتيجة مجهوداتي.",مكتب جمعية التغذية الصحية,سوهاج,أنا مش راضي تماما على الخدمة دي هي بتتحسن شوية لكن لسه مش تمام بنحاول نعمل اللي علينا ونقدر نقضي عليها بس هنعمل إيه لو الناس كلها زيي أنا عايز أحسن منها وأكون قادر أشوف نتيجة مجهوداتي
5,"أنا سعيد جدا بخدمة التموين في الإسكندرية لأنها فعلا ممتازة, وأوصي الجميع بتجربتها!",مكتب الخير للإمداد,الإسكندرية,أنا سعيد جدا بخدمة التموين في الإسكندرية لأنها فعلا ممتازة وأوصي الجميع بتجربتها
3,"أنا مش عارف أقول إيه على هذا الوضع, لكن لو هتكلم بصراحة فأنا أعتقد أنه لازم نغير نظام التوزيع ده كله. إحنا بنأكل أكلة واحدة طول اليوم وناس كتير بتيجي تاخد كل حاجة قبل ما تصل لحدنا. محتاجين نعمل تغيير حقيقي عشان نقدر نستفيد منه فعلا.",مكتب الأغذية الصحية,البحيرة,أنا مش عارف أقول إيه على هذا الوضع لكن لو هتكلم بصراحة فأنا أعتقد أنه لازم نغير نظام التوزيع ده كله إحنا بنأكل أكلة واحدة طول اليوم وناس كتير بتيجي تاخد كل حاجة قبل ما تصل لحدنا محتاجين نعمل تغيير حقيقي عشان نقدر نستفيد منه فعلا
4,"أنا معجب جدا بخدمة التموين دي, فعلا أحسن حاجة عملوها. قبل كده كان الوضع مش حلو خالص, لكن دلوقتي نقدر نستفيد منه ونأكل كويس.",جمعية مطبخ المنصورة,الدقهلية,أنا معجب جدا بخدمة التموين دي فعلا أحسن حاجة عملوها قبل كده كان الوضع مش حلو خالص لكن دلوقتي نقدر نستفيد منه ونأكل كويس
1,"أنا مش عارفة إيه المشكلة مع التموين, بس بصراحة بقالي كتير سنة بستخدمه وأجدول عليه كل شهر. لكن اليوم اللي جت فيه الوجبة كانت باردة جدا ومش صالحة للأكل. وأنا كمان مش عارف ليه الحكومة بتضيع فلوسنا على كده! يعني لو بنستفيد منه صح كان أحسن بكتير.",جمعية الغذاء الصحي,القاهرة,أنا مش عارفة إيه المشكلة مع التموين بس بصراحة بقالي كتير سنة بستخدمه وأجدول عليه كل شهر لكن اليوم اللي جت فيه الوجبة كانت باردة جدا ومش صالحة للأكل وأنا كمان مش عارف ليه الحكومة بتضيع فلوسنا على كده يعني لو بنستفيد منه صح كان أحسن بكتير
1,"أنا عايز أقول إن خدمة التموين في الأسكندرية مش كويسة على الإطلاق, أنا بتعامل معاهم منذ فترة طويلة ومش شايف أي تحسن. الناس دي لازم تتغير الطريقة اللي بتحب تعمل بيها عشان نقدر نقول أنها تقدم خدمة جيدة.",الجمعية التعاونية للطعام الصحي,الإسكندرية,أنا عايز أقول إن خدمة التموين في الأسكندرية مش كويسة على الإطلاق أنا بتعامل معاهم منذ فترة طويلة ومش شايف أي تحسن الناس دي لازم تتغير الطريقة اللي بتحب تعمل بيها عشان نقدر نقول أنها تقدم خدمة جيدة
4,"أنا سعيد بخدمة التموين هنا في الاسماعيلية, بس مش زيها كتير المحافظات. بتعمل كويس جدا وبتنفع للناس اللي محتاجينها, لكن لو فيه تحسينات هتبقى أفضل بكثير. شكرا على المجهود!",مكتب النهضة,الإسماعيلية,أنا سعيد بخدمة التموين هنا في الاسماعيلية بس مش زيها كتير المحافظات بتعمل كويس جدا وبتنفع للناس اللي محتاجينها لكن لو فيه تحسينات هتبقى أفضل بكثير شكرا على المجهود
3,"أنا مش راضي خالص عن خدمات التموين, اللي بتقدمها المحافظة دي. أنا شايف إنهم بيوفروا حاجات كتير حلوة وبصراحة محتاجين يتحسنوا شوية. لو كانوا بيعملوا كده قبل كدة كان زماننا أحسن حالا.",مكتب إمداد الأسكندرية,الإسكندرية,أنا مش راضي خالص عن خدمات التموين اللي بتقدمها المحافظة دي أنا شايف إنهم بيوفروا حاجات كتير حلوة وبصراحة محتاجين يتحسنوا شوية لو كانوا بيعملوا كده قبل كدة كان زماننا أحسن حالا
5,"أنا بجد مش عارف ازاي نقدر نوصف الخدمات اللي احنا بنتمتع بيها, أنا بتكلم هنا على خدمات التموين بتاعتنا في الأسكندرية, هي فعلا حاجة تفرحنا ونبسطنا جدا, شكرا جزيلا.",الجمعية المصرية للغذاء,الإسكندرية,أنا بجد مش عارف ازاي نقدر نوصف الخدمات اللي احنا بنتمتع بيها أنا بتكلم هنا على خدمات التموين بتاعتنا في الأسكندرية هي فعلا حاجة تفرحنا ونبسطنا جدا شكرا جزيلا
1,"أنا جايبة واحد من خمس على خدمات التوزيع بتاعتنا هنا في مرسى مطروح, لأن الطعام بيكون دايما بارد ومش طازج. لو كان فيه اهتمام أكبر بالنظافة والصحة, كانت بتكون أفضل بكتير.",مكتب زهران للضيافة,مطروح,أنا جايبة واحد من خمس على خدمات التوزيع بتاعتنا هنا في مرسى مطروح لأن الطعام بيكون دايما بارد ومش طازج لو كان فيه اهتمام أكبر بالنظافة والصحة كانت بتكون أفضل بكتير
5,"أنا سعيد جدا لخدمة التوصيل اللي بنشوفها حاليا! إنها سريعة وموثوقة وتوصلنا للأماكن الصعبة كمان. ربنا يبارك فيها ويبارك اللي بيقدموها لينا, وأهلا وسهلا بالخدمة الجديدة دي. #الشرقية_بتتقدم",مكتب التموين,الشرقية,أنا سعيد جدا لخدمة التوصيل اللي بنشوفها حاليا إنها سريعة وموثوقة وتوصلنا للأماكن الصعبة كمان ربنا يبارك فيها ويبارك اللي بيقدموها لينا وأهلا وسهلا بالخدمة الجديدة دي الشرقيةبتتقدم
